,0,1,2,3,4,5,6,7
0,0.00019201228878648236,0.26900921658986177,0.00019201228878648236,0.7298387096774195,0.00019201228878648236,0.00019201228878648236,0.00019201228878648236,0.00019201228878648236
1,0.00017519271198318152,0.00017519271198318152,0.8936580238262088,0.00017519271198318152,0.00017519271198318152,0.00017519271198318152,0.00017519271198318152,0.10529081990189208
2,0.00015365703749231716,0.21527350952673632,0.7838045482483098,0.00015365703749231716,0.00015365703749231716,0.00015365703749231716,0.00015365703749231716,0.00015365703749231716
3,0.00013683634373289546,0.3148604269293925,0.6843185550082101,0.00013683634373289546,0.00013683634373289546,0.00013683634373289546,0.00013683634373289546,0.00013683634373289546
4,0.00014907573047107935,0.6411747167561123,0.11940966010733454,0.14922480620155043,0.00014907573047107935,0.00014907573047107935,0.08959451401311869,0.00014907573047107935
5,0.00013144058885383803,0.999079915878023,0.00013144058885383803,0.00013144058885383803,0.00013144058885383803,0.00013144058885383803,0.00013144058885383803,0.00013144058885383803
6,0.0001783166904422254,0.5707917261055635,0.0001783166904422254,0.41030670470756064,0.0001783166904422254,0.0001783166904422254,0.018009985734664766,0.0001783166904422254
7,0.0001030078285949732,0.03100535640708693,0.051606922126081575,0.9168726823238565,0.0001030078285949732,0.0001030078285949732,0.0001030078285949732,0.0001030078285949732
8,0.0001513317191283293,0.18174939467312348,0.0001513317191283293,0.10608353510895883,0.0001513317191283293,0.0001513317191283293,0.711410411622276,0.0001513317191283293
9,0.00014475969889982628,0.926606832657788,0.05804863925883033,0.00014475969889982628,0.00014475969889982628,0.00014475969889982628,0.014620729588882452,0.00014475969889982628
10,0.00020374898125509371,0.48920130399348,0.020578647106764464,0.0613284433577832,0.00020374898125509371,0.00020374898125509371,0.00020374898125509371,0.4280766096169519
11,0.00014475969889982633,0.04357266936884772,0.8397510133178925,0.00014475969889982633,0.00014475969889982633,0.00014475969889982633,0.11595251881876088,0.00014475969889982633
12,0.00011225864391558151,0.179726088908846,0.628760664571172,0.00011225864391558151,0.00011225864391558151,0.00011225864391558151,0.19095195330040415,0.00011225864391558151
13,0.00019968051118210864,0.00019968051118210864,0.9187300319488818,0.00019968051118210864,0.00019968051118210864,0.00019968051118210864,0.00019968051118210864,0.08007188498402555
14,0.00020798668885191346,0.29138935108153075,0.00020798668885191346,0.35378535773710484,0.00020798668885191346,0.02100665557404326,0.33298668885191346,0.00020798668885191346
15,0.0002321262766945218,0.37163416898792945,0.0002321262766945218,0.48769730733519034,0.0002321262766945218,0.0002321262766945218,0.1395078922934076,0.0002321262766945218
16,0.00010195758564437192,0.18362561174551384,0.8157626427406197,0.00010195758564437192,0.00010195758564437192,0.00010195758564437192,0.00010195758564437192,0.00010195758564437192
17,0.00027716186252771613,0.5823170731707317,0.41601995565410194,0.00027716186252771613,0.00027716186252771613,0.00027716186252771613,0.00027716186252771613,0.00027716186252771613
18,0.00020374898125509374,0.9985737571312143,0.00020374898125509374,0.00020374898125509374,0.00020374898125509374,0.00020374898125509374,0.00020374898125509374,0.00020374898125509374
