,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.9693548387096776,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452
1,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.9844262295081969,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412,0.0008196721311475412
2,0.9736111111111113,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892,0.0013888888888888892
3,0.6749999999999999,0.0003968253968253967,0.0003968253968253967,0.1591269841269841,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.1591269841269841,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967,0.0003968253968253967
4,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.9768292682926832,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517,0.0012195121951219517
5,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.9693548387096776,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452
6,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.9793478260869568,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307
7,0.0007575757575757577,0.15227272727272728,0.0007575757575757577,0.8340909090909092,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577,0.0007575757575757577
8,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.9793478260869568,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307,0.0010869565217391307
9,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.9693548387096776,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452,0.001612903225806452
