,0,1,2,3,4,5,6,7
0,0.0001920122887864823,0.3650153609831029,0.34581413210445466,0.0001920122887864823,0.23060675883256526,0.0001920122887864823,0.05779569892473117,0.0001920122887864823
1,0.0006631299734748011,0.9953580901856764,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011
2,0.9968297101449275,0.00045289855072463763,0.00045289855072463763,0.00045289855072463763,0.00045289855072463763,0.00045289855072463763,0.00045289855072463763,0.00045289855072463763
3,0.00033244680851063834,0.4990026595744681,0.00033244680851063834,0.00033244680851063834,0.00033244680851063834,0.00033244680851063834,0.00033244680851063834,0.4990026595744681
4,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.998253493013972,0.00024950099800399205
5,0.00031172069825436414,0.00031172069825436414,0.00031172069825436414,0.00031172069825436414,0.9978179551122195,0.00031172069825436414,0.00031172069825436414,0.00031172069825436414
6,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.00024950099800399205,0.998253493013972,0.00024950099800399205
7,0.7982047872340425,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.1998005319148936,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383
8,0.00038343558282208584,0.00038343558282208584,0.00038343558282208584,0.00038343558282208584,0.9973159509202454,0.00038343558282208584,0.00038343558282208584,0.00038343558282208584
9,0.0003834355828220859,0.5755368098159509,0.0003834355828220859,0.0003834355828220859,0.0003834355828220859,0.0003834355828220859,0.0003834355828220859,0.4221625766871166
10,0.0003561253561253561,0.7838319088319088,0.214031339031339,0.0003561253561253561,0.0003561253561253561,0.0003561253561253561,0.0003561253561253561,0.0003561253561253561
11,0.0006631299734748011,0.9953580901856764,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011,0.0006631299734748011
12,0.1850073855243722,0.0003692762186115214,0.8127769571639586,0.0003692762186115214,0.0003692762186115214,0.0003692762186115214,0.0003692762186115214,0.0003692762186115214
